"Data Source","World Development Indicators",

"Last Updated Date","2022-12-22",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021",
"Norway","NOR","Goods exports (BoP, current US$)","BX.GSR.MRCH.CD","","","","","","","","","","","","","","","","7270334852.84864","8046523080.89321","9152016236.21481","11032905817.4848","13746746092.5967","18649083536.9882","18489068847.0766","17661381451.6273","18054339848.7623","19112582509.0856","20060532149.6993","18153233787.5","21184401815.2322","23077336103.3532","27166258456.3451","34303426964.3056","34176665114.7167","35398016011.2082","32186473439.5988","34925875720.0984","42198893127.7528","49915381269.3147","49071740635.5689","40650157297.8635","46019816886.6482","60249521757.8203","59221529105.8733","59303245299.4322","68367542781.33","82830209653.1085","103384075404.363","121656714375.378","135860178859.623","171687996444.414","116811286784.773","129118941366.302","164773206199.703","159825007194.897","155303259002.1","143835678733.769","103831819247.688","88905109567.7655","103776255071.32","121921985552.602","103375298013.165","82265683261.5992","158772924858.255",
"Nepal","NPL","Goods exports (BoP, current US$)","BX.GSR.MRCH.CD","","","","","","","","","","","","","","","","","102096000","81176000","89379685.7418421","110316666.666667","102058333.333333","144203176.764749","87635893.9101092","101459974.658764","130066719.782889","161260084.670043","142570573.69469","162185406.75803","193780954.896725","161153117.107376","217878003.589395","274521869.393981","376261838.963269","397001459.864269","368670723.749317","349861549.517167","388747760.194677","413766812.545699","482041860.143793","612304439.422726","776142672.301385","720510374.483125","632023022.310114","703211811.364618","773061293.166661","902880578.608411","848777042.669612","924931908.987545","986573075.616334","837065298.517284","900586741.267646","998964290.636119","1003958965.14487","997068581.028182","1022286755.74469","813179963.939557","762283423.29564","835688143.39895","932254409.391595","1110916912.84909","890100720.948959","1721683724.60101",
"Nauru","NRU","Goods exports (BoP, current US$)","BX.GSR.MRCH.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","30465533.2527712","37469026.101774","22382082.8846377","38446521.0244509","65244731.4563365","54694682.0346653","48861024.7640742","18674214.1768989","35510227.529278","19352345.2003921","11860461.9625575","","","",
"New Zealand","NZL","Goods exports (BoP, current US$)","BX.GSR.MRCH.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","13378368333.5677","13806438285.647","14440520577.7413","16795208945.0205","20526366445.2266","22014762971.497","22494740287.385","27241374989.2394","31087598294.4165","25225627094.6709","31726991061.461","38119823155.0591","37648283677.8889","39728580834.3854","41975713369.3277","34457991637.7954","33678825200.194","38285138029.0459","39917330736.6666","39687127760.3617","38651963616.0614","44951557605.6654",
"OECD members","OED","Goods exports (BoP, current US$)","BX.GSR.MRCH.CD","","","","","","","","","","","","","","","","","682749851878.794","769510753317.487","920361457103.063","1152606734350.71","1344070245362.86","1320009635369.76","1247833681423.02","1223039321614.09","1298525334476.38","1330259938597.44","1531142924708.8","1807767732316.43","2082513072531.9","2238482567948.7","2588852654619.22","2614276481548.15","2769589989646.17","2662266320546.21","2999968295206.11","3645591478990.54","3830569702659.99","3954644809590.01","4007247463814.02","4118940706541.85","4484418332307.47","4313989625862.96","4434350344463.39","5085849740941.48","6095163543729.04","6696975017323.6","7593314856596.74","8715854951006.89","9721860524082.25","7560455281818.91","8893123887464.38","10455014706843.6","10311441918511.8","10522751371452.3","10658007842354.1","9453506304633.13","9372166994444.34","10237336231635.5","11103411156848.7","10801193509358","9925117054329.72","12224648093168.6",
"Oman","OMN","Goods exports (BoP, current US$)","BX.GSR.MRCH.CD","","","","","","","","","","","","","","","1212217722.09675","1416328898.13645","1595830925.29192","1619571515.98023","1598147080.48103","2279675744.87457","3748118134.76583","4695715126.50757","4422987852.9907","4255935159.97665","4420993208.81617","4971120022.00379","2861391998.705","3804941482.44473","3342002600.78023","4067620286.08583","5508452535.76073","4871261378.41352","5555266579.97399","5365409622.88687","5542262678.80364","6065019505.85176","7372999904.12224","7656999900.42913","5519999964.10923","7236999952.94538","11318000000","11074122236.671","11170351105.3316","11669700910.2731","13381014304.2913","18691807542.2627","21586475942.7828","24691807542.2627","37719115734.7204","27651495448.6346","36600780234.0702","47091807542.2627","52138361508.4525","56429128738.6216","53565990299.0897","35682269597.9828","27544112990.8973","32885966731.2143","41730065399.2198","38685305591.6775","33483287386.2159","44590897269.1808",
"Other small states","OSS","Goods exports (BoP, current US$)","BX.GSR.MRCH.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","216558768118.888","238395201641.857","244654025140.499","234494267346.711","157490049806.012","129451820738.049","148521499654.434","177157263577.624","160718811289.209","127284569371.161","195953364910.602",
"Pakistan","PAK","Goods exports (BoP, current US$)","BX.GSR.MRCH.CD","","","","","","","","","","","","","","","","","1172085221.09778","1126517097.08091","1403680898.17397","1957095108.11623","2580942008.63989","2743119875.40589","2351746916.65901","2890204231.0063","2492105071.67329","2660568522.45435","3205895887.74902","3956371892.34967","4425590321.27078","4818196223.24465","5405435436.67058","6410838400.54116","6913088869.48064","6793407997.33362","7116752173.84098","8356347225.34176","8507268921.51236","8350730703.59928","7796000000","7615000000","8657000000","9053000000","9773000000","11836000000","13281000000","15441000000","17065000000","18218000000","21223500000","18356000000","21481000000","26328000000","24792000000","25115000000","24777000000","22707000000","21820000000","23163000000","24842000000","24800000000","21941000000","29068000000",
"Panama","PAN","Goods exports (BoP, current US$)","BX.GSR.MRCH.CD","","","","","","","","","","","","","","","","","","401000000","385700000","453200000","2518800000","2773700000","2579200000","1839700000","1889400000","2132300000","2490000000","2649700000","2505100000","2741300000","3345600000","4190500000","5103800000","5416600000","6044200000","6089700000","5821100000","6649600000","6329700000","5294600000","5824200000","5986800000","5309500000","5067200000","6075700000","7372600000","8472700000","10322000000","13864900000","13126000000","14130800000","19067700000","21121900000","19603000000","16840800000","14208600000","12932849900","13817445647.77","14751852872.66","14645261558.3","11611847477","16492169900.35",
"Peru","PER","Goods exports (BoP, current US$)","BX.GSR.MRCH.CD","","","","","","","","","","","","","","","","","","1725600000","1940600000","3490900000","3916000000","3249000000","3293000000","3015000000","3146900000","3049000000","2576060000","2714780000","2731470000","3532600000","3321000000","3408000000","3662000000","3383977473.47465","4422655563.24836","5490435105.31579","5876889778.33607","6823338176.66822","5755474271.19385","6086305604.78887","6953859189.68713","7025289679.21642","7710436854.81572","9088992652.12914","12806738901.6737","17365592657.6249","23829967431.2863","28093427370.4379","31018398880.3369","26961518360.8815","35803080814.2617","46375961553.8794","47410606681.3607","42860636594.1494","39532682886.3671","34414354525.3062","37081738042.3319","45421593444.4736","49066475807.7562","47980454816.9388","42905304545.8906","63150837273.0089",
"Philippines","PHL","Goods exports (BoP, current US$)","BX.GSR.MRCH.CD","","","","","","","","","","","","","","","","","","3151000000","3425000000","4601000000","5788000000","5722000000","5021000000","5005000000","5391000000","4629000000","4842000000","5720000000","7074000000","7821000000","8186000000","8840000000","9824000000","11375000000","13483000000","17447000000","20543000000","25228000000","29496000000","18403000000","21842000000","19498000000","21469000000","23542000000","25819000000","25161775241.1157","30734443122.1638","32802573145.7643","34678750643.4323","29142866160","36771714505.6805","38276471889.7414","46384288290.9311","44512401095.2113","49823702338.3837","43197106828.9403","42734423310.7555","51814261868.7948","51976749434.2426","53476930080.7485","48211513848.6389","54226755010.3072",
"Palau","PLW","Goods exports (BoP, current US$)","BX.GSR.MRCH.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","10982251.8998382","9660212.86654833","9489045.18796861","11999863.525294","8129879.02308608","11653483.8806717","12838117.9799593","15018258.4452727","14380359.0211938","19082656.5391827","14753012.0604582","13325000","14059000","13786000","10914000","4311000","1011000",
"Papua New Guinea","PNG","Goods exports (BoP, current US$)","BX.GSR.MRCH.CD","","","","","","","","","","","","","","","","","550368156.036403","683137357.259977","713446373.28333","1010282178.59223","985484949.253567","840125514.486035","768791168.546312","820272040.012383","915292266.192496","926255062.708218","1030675912.32409","1243879508.26327","1475281023.74174","1318515539.19448","1175152253.37355","1482053521.67915","1947728682.3379","2604359153.97966","2651001706.64106","2670419147.44333","2529820997.85657","2160056313.72084","1773290540.19559","1927380261.36526","2094113742.33381","1812919175.25602","1657512007.08042","2205578034.76517","2620566563.89172","3319046267.76996","4204825280.23933","4749773761.98167","5807414475.97181","4401653055.06269","5748895941.84974","6916702344.54344","6331867579.39895","5960138674.25196","8876327712.18985","8460032613.60534","8191914113.84155","9956513623.69269","10208647111.5558","","","",
"Poland","POL","Goods exports (BoP, current US$)","BX.GSR.MRCH.CD","","","","","","","","","","","","","","","","","9506000000","10506000000","11967000000","13276000000","14043000000","10542000000","11547000000","11615000000","11654000000","10945000000","11926000000","12026000000","13846000000","12869000000","15837000000","14393000000","13929000000","13582000000","17024000000","25041000000","27491000000","30713000000","32436000000","30007000000","35924000000","41635000000","46743000000","60999000000","72799000000","87755000000","108185000000","134732000000","166462000000","133296000000","156634000000","184318000000","180488000000","195970000000","208471000000","190202000000","196383000000","228214000000","256230000000","260732000000","269991000000","331168000000",
"Pre-demographic dividend","PRE","Goods exports (BoP, current US$)","BX.GSR.MRCH.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","153423677833.748","179334433186.224","223882490580.292","306910941422.893","212366750065.786","279204819747.475","359556448886.033","373032770484.17","372636938885.136","343703729797.672","222547986963.774","194222680005.727","242265388458.718","306152039251.744","298180337324.771","216316920964.957","312590393782.267",
"Puerto Rico","PRI","Goods exports (BoP, current US$)","BX.GSR.MRCH.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Korea, Dem. People's Rep.","PRK","Goods exports (BoP, current US$)","BX.GSR.MRCH.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
